"method","rep","direction","penalty","AUC"
"MMR",29,"seq_to_array","lasso",0.858974358974359
"MMR",29,"seq_to_array","elastic_net",0.880952380952381
"MMR",29,"seq_to_array","ridge",0.793040293040293
"MMR",30,"array_to_seq","lasso",0.760683760683761
"MMR",30,"array_to_seq","elastic_net",0.799145299145299
"MMR",30,"array_to_seq","ridge",0.536630036630037
"MMR",30,"seq_to_array","lasso",0.847985347985348
"MMR",30,"seq_to_array","elastic_net",0.852258852258852
"MMR",30,"seq_to_array","ridge",0.591575091575092
"MMR",31,"array_to_seq","lasso",0.742979242979243
"MMR",31,"array_to_seq","elastic_net",0.759462759462759
"MMR",31,"array_to_seq","ridge",0.537851037851038
"MMR",31,"seq_to_array","lasso",0.818681318681319
"MMR",31,"seq_to_array","elastic_net",0.838827838827839
"MMR",31,"seq_to_array","ridge",0.644993894993895
"MMR",32,"array_to_seq","lasso",0.699023199023199
"MMR",32,"array_to_seq","elastic_net",0.763125763125763
"MMR",32,"array_to_seq","ridge",0.586691086691087
"MMR",32,"seq_to_array","lasso",0.80952380952381
"MMR",32,"seq_to_array","elastic_net",0.838217338217338
"MMR",32,"seq_to_array","ridge",0.842490842490842
"MMR",33,"array_to_seq","lasso",0.8003663003663
"MMR",33,"array_to_seq","elastic_net",0.816849816849817
"MMR",33,"array_to_seq","ridge",0.511599511599512
"MMR",33,"seq_to_array","lasso",0.891941391941392
"MMR",33,"seq_to_array","elastic_net",0.913919413919414
"MMR",33,"seq_to_array","ridge",0.702075702075702
"MMR",34,"array_to_seq","lasso",0.755799755799756
"MMR",34,"array_to_seq","elastic_net",0.815018315018315
"MMR",34,"array_to_seq","ridge",0.553113553113553
"MMR",34,"seq_to_array","lasso",0.810744810744811
"MMR",34,"seq_to_array","elastic_net",0.892551892551893
"MMR",34,"seq_to_array","ridge",0.734432234432234
"MMR",35,"array_to_seq","lasso",0.705738705738706
"MMR",35,"array_to_seq","elastic_net",0.685592185592186
"MMR",35,"array_to_seq","ridge",0.507936507936508
"MMR",35,"seq_to_array","lasso",0.866300366300366
"MMR",35,"seq_to_array","elastic_net",0.896214896214896
"MMR",35,"seq_to_array","ridge",0.516788766788767
"MMR",36,"array_to_seq","lasso",0.714896214896215
"MMR",36,"array_to_seq","elastic_net",0.755799755799756
"MMR",36,"array_to_seq","ridge",0.467032967032967
"MMR",36,"seq_to_array","lasso",0.861416361416361
"MMR",36,"seq_to_array","elastic_net",0.873626373626374
"MMR",36,"seq_to_array","ridge",0.52014652014652
"MMR",37,"array_to_seq","lasso",0.759462759462759
"MMR",37,"array_to_seq","elastic_net",0.78998778998779
"MMR",37,"array_to_seq","ridge",0.633699633699634
"MMR",37,"seq_to_array","lasso",0.88949938949939
"MMR",37,"seq_to_array","elastic_net",0.894383394383394
"MMR",37,"seq_to_array","ridge",0.562576312576313
"MMR",38,"array_to_seq","lasso",0.755189255189255
"MMR",38,"array_to_seq","elastic_net",0.768009768009768
"MMR",38,"array_to_seq","ridge",0.553724053724054
"MMR",38,"seq_to_array","lasso",0.839438339438339
"MMR",38,"seq_to_array","elastic_net",0.824786324786325
"MMR",38,"seq_to_array","ridge",0.547008547008547
"MMR",39,"array_to_seq","lasso",0.664835164835165
"MMR",39,"array_to_seq","elastic_net",0.711843711843712
"MMR",39,"array_to_seq","ridge",0.496947496947497
"MMR",39,"seq_to_array","lasso",0.846764346764347
"MMR",39,"seq_to_array","elastic_net",0.871794871794872
"MMR",39,"seq_to_array","ridge",0.816239316239316
"MMR",40,"array_to_seq","lasso",0.486568986568987
"MMR",40,"array_to_seq","elastic_net",0.8003663003663
"MMR",40,"array_to_seq","ridge",0.614163614163614
"MMR",40,"seq_to_array","lasso",0.838827838827839
